,Instanz,Makespan
1769,1769,3805
1770,1770,3948
1771,1771,3779
1772,1772,4043
1773,1773,3824
1774,1774,3681
1775,1775,3816
1776,1776,3880
1777,1777,4026
1778,1778,3734
1779,1779,3525
1780,1780,3787
1781,1781,3807
1782,1782,3881
1783,1783,4124
1784,1784,3661
1785,1785,3902
1786,1786,3981
1787,1787,3861
1788,1788,3764
1789,1789,3716
1790,1790,3768
1791,1791,4280
1792,1792,3797
1793,1793,4084
1794,1794,3896
1795,1795,3977
1796,1796,3781
1797,1797,3787
1798,1798,3798
1799,1799,3713
1800,1800,4264
1801,1801,4123
1802,1802,4495
1803,1803,4317
1804,1804,4483
1805,1805,4047
1806,1806,4383
1807,1807,4344
1808,1808,4473
1809,1809,4222
1810,1810,4453
1811,1811,4406
1812,1812,4240
1813,1813,4503
1814,1814,4448
1815,1815,4411
1816,1816,4282
1817,1817,4440
1818,1818,4405
1819,1819,4373
1820,1820,4284
1821,1821,4347
1822,1822,4308
1823,1823,4611
1824,1824,4270
1825,1825,4247
1826,1826,4484
1827,1827,4562
1828,1828,4229
1829,1829,4464
1830,1830,4624
1831,1831,4203
1832,1832,4536
1833,1833,3971
1834,1834,4252
1835,1835,4592
1836,1836,4405
1837,1837,4494
1838,1838,4415
1839,1839,4331
1840,1840,4348
1841,1841,4220
1842,1842,4478
1843,1843,4359
1844,1844,4366
1845,1845,4410
1846,1846,4243
1847,1847,4305
1848,1848,4303
1849,1849,4068
1850,1850,4152
1851,1851,3989
1852,1852,4536
1853,1853,4420
1854,1854,4393
1855,1855,4442
1856,1856,4531
1857,1857,4184
1858,1858,4405
1859,1859,4254
1860,1860,4590
1861,1861,4338
1862,1862,4195
1863,1863,4334
1864,1864,4274
1865,1865,4353
1866,1866,4416
1867,1867,4474
1868,1868,4534
1869,1869,4258
1870,1870,4178
1871,1871,4195
1872,1872,4204
1873,1873,4479
1874,1874,4085
1875,1875,4345
1876,1876,4534
1877,1877,4297
1878,1878,4330
1879,1879,4187
1880,1880,4287
1881,1881,4188
1882,1882,4089
1883,1883,4363
1884,1884,4252
1885,1885,4415
1886,1886,4606
1887,1887,4391
1888,1888,4135
1889,1889,4360
1890,1890,4407
1891,1891,4411
1892,1892,4726
1893,1893,4455
1894,1894,4258
1895,1895,4279
1896,1896,4373
1897,1897,4535
1898,1898,4188
1899,1899,4155
1900,1900,4830
1901,1901,4927
1902,1902,4667
1903,1903,4872
1904,1904,4811
1905,1905,4671
1906,1906,4999
1907,1907,5010
1908,1908,4999
1909,1909,4899
1910,1910,4802
1911,1911,4863
1912,1912,4798
1913,1913,4771
1914,1914,4608
1915,1915,4984
1916,1916,4838
1917,1917,4865
1918,1918,4811
1919,1919,4985
1920,1920,5049
1921,1921,4786
1922,1922,5431
1923,1923,4972
1924,1924,5038
1925,1925,4698
1926,1926,4778
1927,1927,5403
1928,1928,4716
1929,1929,4593
1930,1930,4924
1931,1931,4959
1932,1932,4871
1933,1933,4747
1934,1934,4764
1935,1935,4918
1936,1936,4872
1937,1937,4794
1938,1938,5273
1939,1939,4904
1940,1940,4834
1941,1941,4574
1942,1942,5180
1943,1943,4872
1944,1944,4974
1945,1945,4895
1946,1946,5132
1947,1947,4850
1948,1948,4854
1949,1949,5046
1950,1950,5017
1951,1951,4791
1952,1952,5198
1953,1953,4875
1954,1954,4809
1955,1955,4935
1956,1956,4794
1957,1957,4879
1958,1958,5060
1959,1959,4825
1960,1960,4664
1961,1961,4745
1962,1962,4896
1963,1963,4963
1964,1964,4925
1965,1965,4975
1966,1966,4902
1967,1967,5057
1968,1968,4991
1969,1969,4744
1970,1970,4795
1971,1971,5059
1972,1972,4892
1973,1973,4547
1974,1974,5068
1975,1975,4934
1976,1976,4918
1977,1977,5218
1978,1978,4748
1979,1979,4860
1980,1980,5321
1981,1981,4737
1982,1982,4879
1983,1983,4882
1984,1984,4993
1985,1985,5110
1986,1986,4590
1987,1987,4987
1988,1988,4780
1989,1989,4564
1990,1990,4895
1991,1991,4544
1992,1992,4614
1993,1993,5021
1994,1994,4856
1995,1995,4811
1996,1996,5064
1997,1997,4941
1998,1998,4866
1999,1999,5136
2000,2000,5897
2001,2001,5621
2002,2002,5716
2003,2003,5290
2004,2004,5405
2005,2005,5481
2006,2006,5668
2007,2007,5503
2008,2008,5382
2009,2009,5637
2010,2010,5186
2011,2011,5581
2012,2012,5349
2013,2013,5704
2014,2014,5721
2015,2015,5770
2016,2016,5123
2017,2017,5594
2018,2018,6050
2019,2019,5314
2020,2020,5203
2021,2021,5330
2022,2022,5351
2023,2023,5476
2024,2024,5213
2025,2025,5406
2026,2026,5342
2027,2027,5464
2028,2028,5631
2029,2029,5245
2030,2030,5298
2031,2031,5497
2032,2032,5554
2033,2033,5831
2034,2034,5300
2035,2035,5126
2036,2036,5337
2037,2037,5211
2038,2038,5374
2039,2039,5309
2040,2040,5042
2041,2041,4930
2042,2042,5231
2043,2043,5326
2044,2044,5454
2045,2045,5239
2046,2046,5459
2047,2047,5462
2048,2048,5301
2049,2049,5363
2050,2050,5484
2051,2051,5395
2052,2052,5340
2053,2053,5424
2054,2054,5558
2055,2055,6017
2056,2056,5315
2057,2057,5318
2058,2058,5306
2059,2059,5131
2060,2060,5312
2061,2061,5458
2062,2062,5420
2063,2063,5193
2064,2064,5419
2065,2065,5028
2066,2066,5351
2067,2067,5195
2068,2068,5404
2069,2069,5813
2070,2070,5734
2071,2071,5790
2072,2072,5375
2073,2073,5431
2074,2074,5201
2075,2075,5471
2076,2076,5561
2077,2077,5198
2078,2078,5196
2079,2079,5222
2080,2080,5570
2081,2081,5327
2082,2082,5196
2083,2083,5753
2084,2084,5440
2085,2085,5428
2086,2086,5789
2087,2087,5660
2088,2088,5191
2089,2089,5651
2090,2090,5573
2091,2091,5740
2092,2092,5257
2093,2093,5299
2094,2094,5260
2095,2095,5320
2096,2096,5382
2097,2097,5361
2098,2098,5616
2099,2099,5350
2100,2100,5703
2101,2101,6040
2102,2102,5792
2103,2103,5599
2104,2104,6069
2105,2105,5886
2106,2106,5856
2107,2107,6082
2108,2108,6134
2109,2109,5843
2110,2110,6148
2111,2111,5871
2112,2112,5996
2113,2113,5993
2114,2114,5884
2115,2115,5979
2116,2116,6071
2117,2117,5830
2118,2118,6145
2119,2119,5733
2120,2120,6145
2121,2121,5794
2122,2122,5856
2123,2123,5809
2124,2124,5950
2125,2125,5909
2126,2126,5887
2127,2127,5861
2128,2128,5987
2129,2129,5994
2130,2130,6264
2131,2131,5947
2132,2132,5768
2133,2133,6183
2134,2134,6141
2135,2135,5876
2136,2136,5787
2137,2137,5978
2138,2138,6002
2139,2139,6303
2140,2140,6383
2141,2141,5858
2142,2142,5960
2143,2143,6003
2144,2144,5812
2145,2145,5766
2146,2146,5998
2147,2147,5721
2148,2148,5940
2149,2149,5860
2150,2150,6075
2151,2151,5848
2152,2152,6026
2153,2153,6065
2154,2154,6020
2155,2155,6064
2156,2156,5894
2157,2157,5901
2158,2158,5621
2159,2159,6124
2160,2160,5731
2161,2161,5840
2162,2162,5777
2163,2163,5955
2164,2164,6159
2165,2165,5846
2166,2166,6146
2167,2167,5910
2168,2168,6226
2169,2169,6068
2170,2170,5868
2171,2171,5918
2172,2172,6178
2173,2173,6071
2174,2174,6053
2175,2175,5833
2176,2176,6107
2177,2177,5737
2178,2178,5988
2179,2179,6155
2180,2180,5947
2181,2181,5961
2182,2182,5953
2183,2183,5923
2184,2184,5643
2185,2185,5933
2186,2186,5918
2187,2187,6086
2188,2188,5869
2189,2189,5907
2190,2190,5957
2191,2191,5658
2192,2192,5860
2193,2193,5945
2194,2194,5937
2195,2195,5950
2196,2196,6301
2197,2197,5664
2198,2198,5983
2199,2199,5844
2200,2200,1517
2201,2201,1518
2202,2202,1582
2203,2203,1394
2204,2204,1432
2205,2205,1437
2206,2206,1354
2207,2207,1485
2208,2208,1369
2209,2209,1518
2210,2210,1433
2211,2211,1454
2212,2212,1381
2213,2213,1402
2214,2214,1443
2215,2215,1486
2216,2216,1461
2217,2217,1338
2218,2218,1622
2219,2219,1499
2220,2220,1371
2221,2221,1419
2222,2222,1400
2223,2223,1412
2224,2224,1443
2225,2225,1482
2226,2226,1496
2227,2227,1468
2228,2228,1418
2229,2229,1450
2230,2230,1538
2231,2231,1412
2232,2232,1441
2233,2233,1359
2234,2234,1481
2235,2235,1427
2236,2236,1668
2237,2237,1403
2238,2238,1435
2239,2239,1486
2240,2240,1493
2241,2241,1402
2242,2242,1467
2243,2243,1536
2244,2244,1388
2245,2245,1514
2246,2246,1444
2247,2247,1435
2248,2248,1464
2249,2249,1523
2250,2250,1472
2251,2251,1439
2252,2252,1440
2253,2253,1555
2254,2254,1515
2255,2255,1483
2256,2256,1443
2257,2257,1433
2258,2258,1584
2259,2259,1402
2260,2260,1429
2261,2261,1425
2262,2262,1496
2263,2263,1431
2264,2264,1555
2265,2265,1473
2266,2266,1692
2267,2267,1369
2268,2268,1454
2269,2269,1432
2270,2270,1518
2271,2271,1469
2272,2272,1539
2273,2273,1427
2274,2274,1491
2275,2275,1588
2276,2276,1515
2277,2277,1440
2278,2278,1488
2279,2279,1350
2280,2280,1353
2281,2281,1483
2282,2282,1327
2283,2283,1537
2284,2284,1450
2285,2285,1470
2286,2286,1473
2287,2287,1487
2288,2288,1385
2289,2289,1399
2290,2290,1474
2291,2291,1462
2292,2292,1309
2293,2293,1420
2294,2294,1476
2295,2295,1409
2296,2296,1426
2297,2297,1461
2298,2298,1405
2299,2299,1509
2300,2300,1761
2301,2301,1678
2302,2302,1700
2303,2303,1609
2304,2304,1622
2305,2305,1831
2306,2306,1737
2307,2307,1618
2308,2308,1542
2309,2309,1616
2310,2310,1663
2311,2311,1834
2312,2312,1668
2313,2313,1708
2314,2314,1617
2315,2315,1597
2316,2316,1749
2317,2317,1725
2318,2318,1665
2319,2319,1725
2320,2320,1810
2321,2321,1612
2322,2322,1535
2323,2323,1548
2324,2324,1857
2325,2325,1564
2326,2326,1750
2327,2327,1689
2328,2328,1608
2329,2329,1703
2330,2330,1641
2331,2331,1649
2332,2332,1618
2333,2333,1833
2334,2334,1721
2335,2335,1577
2336,2336,1736
2337,2337,1639
2338,2338,2023
2339,2339,1648
2340,2340,1695
2341,2341,1647
2342,2342,1690
2343,2343,1841
2344,2344,1702
2345,2345,1616
2346,2346,1676
2347,2347,1721
2348,2348,1448
2349,2349,1737
2350,2350,1587
2351,2351,1599
2352,2352,1681
2353,2353,1878
2354,2354,1643
2355,2355,1898
2356,2356,1710
2357,2357,1689
2358,2358,1693
2359,2359,1698
2360,2360,1858
2361,2361,1622
2362,2362,1778
2363,2363,1781
2364,2364,1959
2365,2365,1592
2366,2366,1650
2367,2367,1637
2368,2368,1675
2369,2369,1728
2370,2370,1792
2371,2371,1632
2372,2372,1572
2373,2373,1676
2374,2374,1735
2375,2375,1592
2376,2376,1635
2377,2377,1653
2378,2378,1734
2379,2379,1685
2380,2380,1600
2381,2381,1809
2382,2382,1697
2383,2383,1657
2384,2384,1696
2385,2385,1792
2386,2386,1725
2387,2387,1644
2388,2388,1565
2389,2389,1718
2390,2390,1959
2391,2391,1744
2392,2392,1743
2393,2393,1621
2394,2394,1676
2395,2395,1724
2396,2396,1663
2397,2397,1729
2398,2398,1731
2399,2399,1577
2400,2400,1766
2401,2401,1934
2402,2402,2140
2403,2403,1808
2404,2404,1921
2405,2405,1795
2406,2406,1922
2407,2407,2027
2408,2408,1942
2409,2409,1894
2410,2410,1831
2411,2411,1933
2412,2412,1921
2413,2413,1861
2414,2414,1892
2415,2415,2001
2416,2416,1870
2417,2417,1802
2418,2418,1864
2419,2419,1850
2420,2420,2040
2421,2421,1970
2422,2422,1967
2423,2423,1955
2424,2424,1765
2425,2425,1905
2426,2426,2003
2427,2427,1950
2428,2428,1895
2429,2429,1937
2430,2430,1772
2431,2431,2023
2432,2432,2081
2433,2433,1761
2434,2434,2069
2435,2435,1933
2436,2436,1883
2437,2437,1932
2438,2438,2162
2439,2439,2019
2440,2440,1771
2441,2441,2015
2442,2442,1946
2443,2443,2079
2444,2444,1975
2445,2445,1870
2446,2446,1954
2447,2447,1769
2448,2448,1857
2449,2449,1908
2450,2450,1877
2451,2451,1907
2452,2452,1875
2453,2453,1975
2454,2454,1800
2455,2455,1964
2456,2456,1880
2457,2457,2024
2458,2458,1920
2459,2459,1870
2460,2460,1989
2461,2461,1944
2462,2462,2088
2463,2463,2016
2464,2464,1902
2465,2465,1949
2466,2466,1788
2467,2467,2039
2468,2468,1987
2469,2469,2011
2470,2470,1853
2471,2471,1892
2472,2472,2081
2473,2473,1868
2474,2474,1908
2475,2475,2051
2476,2476,1930
2477,2477,2007
2478,2478,1880
2479,2479,1883
2480,2480,1897
2481,2481,1954
2482,2482,1909
2483,2483,1959
2484,2484,1867
2485,2485,1906
2486,2486,1979
2487,2487,1962
2488,2488,1830
2489,2489,1964
2490,2490,1885
2491,2491,1990
2492,2492,2084
2493,2493,1968
2494,2494,1913
2495,2495,1862
2496,2496,1907
2497,2497,1909
2498,2498,1922
2499,2499,1826
2500,2500,2620
2501,2501,2357
2502,2502,2545
2503,2503,2704
2504,2504,2528
2505,2505,2542
2506,2506,2373
2507,2507,2506
2508,2508,2469
2509,2509,2434
2510,2510,2442
2511,2511,2666
2512,2512,2488
2513,2513,2340
2514,2514,2510
2515,2515,2294
2516,2516,2553
2517,2517,2603
2518,2518,2620
2519,2519,2564
2520,2520,2428
2521,2521,2286
2522,2522,2496
2523,2523,2423
2524,2524,2333
2525,2525,2423
2526,2526,2502
2527,2527,2331
2528,2528,2320
2529,2529,2503
2530,2530,2416
2531,2531,2628
2532,2532,2381
2533,2533,2409
2534,2534,2596
2535,2535,2427
2536,2536,2726
2537,2537,2451
2538,2538,2560
2539,2539,2369
2540,2540,2234
2541,2541,2508
2542,2542,2466
2543,2543,2437
2544,2544,2444
2545,2545,2263
2546,2546,2408
2547,2547,2540
2548,2548,2401
2549,2549,2330
2550,2550,2366
2551,2551,2501
2552,2552,2552
2553,2553,2364
2554,2554,2647
2555,2555,2424
2556,2556,2458
2557,2557,2539
2558,2558,2507
2559,2559,2540
2560,2560,2510
2561,2561,2578
2562,2562,2340
2563,2563,2795
2564,2564,2457
2565,2565,2450
2566,2566,2387
2567,2567,2555
2568,2568,2418
2569,2569,2447
2570,2570,2359
2571,2571,2472
2572,2572,2619
2573,2573,2500
2574,2574,2461
2575,2575,2625
2576,2576,2561
2577,2577,2472
2578,2578,2575
2579,2579,2510
2580,2580,2586
2581,2581,2667
2582,2582,2537
2583,2583,2489
2584,2584,2394
2585,2585,2714
2586,2586,2493
2587,2587,2385
2588,2588,2458
2589,2589,2369
2590,2590,2509
2591,2591,2417
2592,2592,2487
2593,2593,2469
2594,2594,2447
2595,2595,2258
2596,2596,2379
2597,2597,2513
2598,2598,2591
2599,2599,2459
2600,2600,3029
2601,2601,3018
2602,2602,3015
2603,2603,3098
2604,2604,2987
2605,2605,2862
2606,2606,3078
2607,2607,2992
2608,2608,2997
2609,2609,3027
2610,2610,3158
2611,2611,3003
2612,2612,3198
2613,2613,2972
2614,2614,2987
2615,2615,3050
2616,2616,2911
2617,2617,2834
2618,2618,2952
2619,2619,3065
2620,2620,3072
2621,2621,3102
2622,2622,3008
2623,2623,2832
2624,2624,2852
2625,2625,2950
2626,2626,3065
2627,2627,2801
2628,2628,3133
2629,2629,3259
2630,2630,3014
2631,2631,2943
2632,2632,2862
2633,2633,2907
2634,2634,2951
2635,2635,3320
2636,2636,3040
2637,2637,2908
2638,2638,2879
2639,2639,2981
2640,2640,2939
2641,2641,2874
2642,2642,2898
2643,2643,2828
2644,2644,3088
2645,2645,3034
2646,2646,3053
2647,2647,2851
2648,2648,2871
2649,2649,2971
2650,2650,2973
2651,2651,2808
2652,2652,3000
2653,2653,3104
2654,2654,3062
2655,2655,2939
2656,2656,3034
2657,2657,3007
2658,2658,2998
2659,2659,3384
2660,2660,2943
2661,2661,3215
2662,2662,3027
2663,2663,2968
2664,2664,2947
2665,2665,2851
2666,2666,3022
2667,2667,2990
2668,2668,3033
2669,2669,3004
2670,2670,2995
2671,2671,2890
2672,2672,3083
2673,2673,2985
2674,2674,3155
2675,2675,2843
2676,2676,2913
2677,2677,2925
2678,2678,2945
2679,2679,3099
2680,2680,2999
2681,2681,2931
2682,2682,3049
2683,2683,3022
2684,2684,2855
2685,2685,3010
2686,2686,3097
2687,2687,2981
2688,2688,3000
2689,2689,3132
2690,2690,3221
2691,2691,3060
2692,2692,2886
2693,2693,2822
2694,2694,2953
2695,2695,2907
2696,2696,3162
2697,2697,2907
2698,2698,2821
2699,2699,2916
2700,2700,3701
2701,2701,3630
2702,2702,3625
2703,2703,3659
2704,2704,3864
2705,2705,3737
2706,2706,3671
2707,2707,4029
2708,2708,3601
2709,2709,3606
2710,2710,3589
2711,2711,3539
2712,2712,3379
2713,2713,3494
2714,2714,3725
2715,2715,3553
2716,2716,3636
2717,2717,3565
2718,2718,3381
2719,2719,3576
2720,2720,3474
2721,2721,3675
2722,2722,3466
2723,2723,3584
2724,2724,3484
2725,2725,3528
2726,2726,3527
2727,2727,3501
2728,2728,3460
2729,2729,3764
2730,2730,3495
2731,2731,3646
2732,2732,3795
2733,2733,3801
2734,2734,3492
2735,2735,3601
2736,2736,3720
2737,2737,3867
2738,2738,3634
2739,2739,3620
2740,2740,3495
2741,2741,3666
2742,2742,3480
2743,2743,3408
2744,2744,3296
2745,2745,3916
2746,2746,3408
2747,2747,3584
2748,2748,3587
2749,2749,3492
2750,2750,3469
2751,2751,3699
2752,2752,3849
2753,2753,3510
2754,2754,3538
2755,2755,3518
2756,2756,3618
2757,2757,3577
2758,2758,3488
2759,2759,3655
2760,2760,3577
2761,2761,3280
2762,2762,3515
2763,2763,3405
2764,2764,3481
2765,2765,3597
2766,2766,3530
2767,2767,3534
2768,2768,3566
2769,2769,3840
2770,2770,3610
2771,2771,3427
2772,2772,4011
2773,2773,3378
2774,2774,3866
2775,2775,3552
2776,2776,3521
2777,2777,3508
2778,2778,3486
2779,2779,3364
2780,2780,3865
2781,2781,3729
2782,2782,3458
2783,2783,3611
2784,2784,3370
2785,2785,3543
2786,2786,3574
2787,2787,3421
2788,2788,3384
2789,2789,3602
2790,2790,3655
2791,2791,3585
2792,2792,3405
2793,2793,3280
2794,2794,3479
2795,2795,3531
2796,2796,3535
2797,2797,3506
2798,2798,3684
2799,2799,3535
2800,2800,4013
2801,2801,4107
2802,2802,4092
2803,2803,4187
2804,2804,4278
2805,2805,3910
2806,2806,4254
2807,2807,4021
2808,2808,4395
2809,2809,3976
2810,2810,4095
2811,2811,4047
2812,2812,3955
2813,2813,3958
2814,2814,3847
2815,2815,4388
2816,2816,4140
2817,2817,4290
2818,2818,4218
2819,2819,4161
2820,2820,4342
2821,2821,4341
2822,2822,4134
2823,2823,4004
2824,2824,4145
2825,2825,4004
2826,2826,4095
2827,2827,4046
2828,2828,4353
2829,2829,3897
2830,2830,3948
2831,2831,4127
2832,2832,4374
2833,2833,4371
2834,2834,4167
2835,2835,4162
2836,2836,4054
2837,2837,4100
2838,2838,3939
2839,2839,4138
2840,2840,4006
2841,2841,3956
2842,2842,4147
2843,2843,4195
2844,2844,4116
2845,2845,4106
2846,2846,4169
2847,2847,4078
2848,2848,4372
2849,2849,3897
2850,2850,4089
2851,2851,4125
2852,2852,3941
2853,2853,4019
2854,2854,4230
2855,2855,4091
2856,2856,4279
2857,2857,3964
2858,2858,4288
2859,2859,4178
2860,2860,4117
2861,2861,4260
2862,2862,4268
2863,2863,3988
2864,2864,3966
2865,2865,4230
2866,2866,4224
2867,2867,3958
2868,2868,3968
2869,2869,4176
2870,2870,3915
2871,2871,4044
2872,2872,4307
2873,2873,3783
2874,2874,4137
2875,2875,4148
2876,2876,3915
2877,2877,4058
2878,2878,3985
2879,2879,4009
2880,2880,3961
2881,2881,4079
2882,2882,3925
2883,2883,4091
2884,2884,4200
2885,2885,4014
2886,2886,4160
2887,2887,4212
2888,2888,4219
2889,2889,4067
2890,2890,3864
2891,2891,4120
2892,2892,4011
2893,2893,4116
2894,2894,4195
2895,2895,4148
2896,2896,4166
2897,2897,4082
2898,2898,3948
2899,2899,4248
2900,2900,4908
2901,2901,4678
2902,2902,4569
2903,2903,4567
2904,2904,4459
2905,2905,4602
2906,2906,4626
2907,2907,4497
2908,2908,4905
2909,2909,4530
2910,2910,4491
2911,2911,4870
2912,2912,4620
2913,2913,4651
2914,2914,4767
2915,2915,4680
2916,2916,4771
2917,2917,4926
2918,2918,4768
2919,2919,4987
2920,2920,4624
2921,2921,4679
2922,2922,4771
2923,2923,4651
2924,2924,4579
2925,2925,4455
2926,2926,4750
2927,2927,5155
2928,2928,4389
2929,2929,4609
2930,2930,4457
2931,2931,4481
2932,2932,4797
2933,2933,4591
2934,2934,4647
2935,2935,4729
2936,2936,4708
2937,2937,4716
2938,2938,4553
2939,2939,4740
2940,2940,4899
2941,2941,4658
2942,2942,4566
2943,2943,4466
2944,2944,4422
2945,2945,4513
2946,2946,4902
2947,2947,4636
2948,2948,4277
2949,2949,4564
2950,2950,4632
2951,2951,4659
2952,2952,4517
2953,2953,4753
2954,2954,4593
2955,2955,4527
2956,2956,4581
2957,2957,4725
2958,2958,4606
2959,2959,4874
2960,2960,4662
2961,2961,4404
2962,2962,4373
2963,2963,4416
2964,2964,4649
2965,2965,4589
2966,2966,4765
2967,2967,4742
2968,2968,4559
2969,2969,4576
2970,2970,4839
2971,2971,4663
2972,2972,4503
2973,2973,4813
2974,2974,4640
2975,2975,4539
2976,2976,4573
2977,2977,4750
2978,2978,4744
2979,2979,4939
2980,2980,4845
2981,2981,4529
2982,2982,4744
2983,2983,4788
2984,2984,4743
2985,2985,4632
2986,2986,4506
2987,2987,5070
2988,2988,4616
2989,2989,4798
2990,2990,4817
2991,2991,4396
2992,2992,4755
2993,2993,4629
2994,2994,4628
2995,2995,4600
2996,2996,4683
2997,2997,4677
2998,2998,4664
2999,2999,4570
3000,3000,5340
3001,3001,5668
3002,3002,5376
3003,3003,5341
3004,3004,5345
3005,3005,5239
3006,3006,5103
3007,3007,5400
3008,3008,5227
3009,3009,5160
3010,3010,5375
3011,3011,5234
3012,3012,5075
3013,3013,5045
3014,3014,5249
3015,3015,5076
3016,3016,5190
3017,3017,5359
3018,3018,5078
3019,3019,5029
3020,3020,5427
3021,3021,5421
3022,3022,5307
3023,3023,5077
3024,3024,5439
3025,3025,5385
3026,3026,5393
3027,3027,5247
3028,3028,5070
3029,3029,5180
3030,3030,5278
3031,3031,5178
3032,3032,5025
3033,3033,5404
3034,3034,5009
3035,3035,5198
3036,3036,5217
3037,3037,5125
3038,3038,5171
3039,3039,5126
3040,3040,5192
3041,3041,5139
3042,3042,5572
3043,3043,4997
3044,3044,5170
3045,3045,5130
3046,3046,5157
3047,3047,5172
3048,3048,5563
3049,3049,5207
3050,3050,5251
3051,3051,5033
3052,3052,5008
3053,3053,5235
3054,3054,5130
3055,3055,5120
3056,3056,5161
3057,3057,5286
3058,3058,5151
3059,3059,5109
3060,3060,5013
3061,3061,5167
3062,3062,5146
3063,3063,5218
3064,3064,5252
3065,3065,5023
3066,3066,5505
3067,3067,5129
3068,3068,4998
3069,3069,5174
3070,3070,5071
3071,3071,5126
3072,3072,5118
3073,3073,5334
3074,3074,5317
3075,3075,5253
3076,3076,4978
3077,3077,5265
3078,3078,5016
3079,3079,5083
3080,3080,5052
3081,3081,5006
3082,3082,5327
3083,3083,5111
3084,3084,4963
3085,3085,5189
3086,3086,5137
3087,3087,5221
3088,3088,5333
3089,3089,5082
3090,3090,5398
3091,3091,5069
3092,3092,5017
3093,3093,4977
3094,3094,5094
3095,3095,5127
3096,3096,5284
3097,3097,5093
3098,3098,4987
3099,3099,5173
3100,3100,5696
3101,3101,5817
3102,3102,5430
3103,3103,5903
3104,3104,5937
3105,3105,5594
3106,3106,5602
3107,3107,5714
3108,3108,5815
3109,3109,5876
3110,3110,5735
3111,3111,5796
3112,3112,5631
3113,3113,5784
3114,3114,6072
3115,3115,5594
3116,3116,5701
3117,3117,5931
3118,3118,5707
3119,3119,5500
3120,3120,5605
3121,3121,6143
3122,3122,5510
3123,3123,5526
3124,3124,5676
3125,3125,5688
3126,3126,5538
3127,3127,5667
3128,3128,5886
3129,3129,5803
3130,3130,5559
3131,3131,5944
3132,3132,5823
3133,3133,5715
3134,3134,5596
3135,3135,5820
3136,3136,5630
3137,3137,5736
3138,3138,5761
3139,3139,5861
3140,3140,5941
3141,3141,5709
3142,3142,5585
3143,3143,5464
3144,3144,5750
3145,3145,5752
3146,3146,5781
3147,3147,6190
3148,3148,5710
3149,3149,5713
3150,3150,5617
3151,3151,5631
3152,3152,5614
3153,3153,5785
3154,3154,5592
3155,3155,5898
3156,3156,5635
3157,3157,5775
3158,3158,5729
3159,3159,5656
3160,3160,5642
3161,3161,5773
3162,3162,5796
3163,3163,5574
3164,3164,5662
3165,3165,5713
3166,3166,5852
3167,3167,5377
3168,3168,6040
3169,3169,5714
3170,3170,5691
3171,3171,5918
3172,3172,5523
3173,3173,5745
3174,3174,6160
3175,3175,5887
3176,3176,5581
3177,3177,5432
3178,3178,6046
3179,3179,5708
3180,3180,5480
3181,3181,5840
3182,3182,5591
3183,3183,5679
3184,3184,5550
3185,3185,5698
3186,3186,5799
3187,3187,5970
3188,3188,5567
3189,3189,5856
3190,3190,5706
3191,3191,5623
3192,3192,5875
3193,3193,5431
3194,3194,5824
3195,3195,5572
3196,3196,6266
3197,3197,5645
3198,3198,5670
3199,3199,5596
3200,3200,6318
3201,3201,6151
3202,3202,6540
3203,3203,6230
3204,3204,5911
3205,3205,6324
3206,3206,6129
3207,3207,6034
3208,3208,6266
3209,3209,6051
3210,3210,6175
3211,3211,6316
3212,3212,6051
3213,3213,6397
3214,3214,6273
3215,3215,6149
3216,3216,6181
3217,3217,6357
3218,3218,6475
3219,3219,6278
3220,3220,6078
3221,3221,6511
3222,3222,6126
3223,3223,6289
3224,3224,6195
3225,3225,6051
3226,3226,6074
3227,3227,6024
3228,3228,6032
3229,3229,6335
3230,3230,6230
3231,3231,6370
3232,3232,6320
3233,3233,6408
3234,3234,6302
3235,3235,6220
3236,3236,6169
3237,3237,6233
3238,3238,5942
3239,3239,6360
3240,3240,6424
3241,3241,6163
3242,3242,6353
3243,3243,6231
3244,3244,6020
3245,3245,6333
3246,3246,6230
3247,3247,6235
3248,3248,6254
3249,3249,6464
3250,3250,6402
3251,3251,6093
3252,3252,6111
3253,3253,6329
3254,3254,6103
3255,3255,6202
3256,3256,6266
3257,3257,6337
3258,3258,6405
3259,3259,6144
3260,3260,6569
3261,3261,6147
3262,3262,6190
3263,3263,5899
3264,3264,6703
3265,3265,5990
3266,3266,6290
3267,3267,6207
3268,3268,6292
3269,3269,6105
3270,3270,6465
3271,3271,5996
3272,3272,5934
3273,3273,5998
3274,3274,6316
3275,3275,6136
3276,3276,6171
3277,3277,6168
3278,3278,5972
3279,3279,6047
3280,3280,6419
3281,3281,6400
3282,3282,6244
3283,3283,6035
3284,3284,6056
3285,3285,6086
3286,3286,6435
3287,3287,6450
3288,3288,6261
3289,3289,6287
3290,3290,6178
3291,3291,6268
3292,3292,6121
3293,3293,6553
3294,3294,6036
3295,3295,6201
3296,3296,6540
3297,3297,6028
3298,3298,6055
3299,3299,6323
3300,3300,1816
3301,3301,1685
3302,3302,1510
3303,3303,1712
3304,3304,1645
3305,3305,1535
3306,3306,1687
3307,3307,1575
3308,3308,1704
3309,3309,1825
3310,3310,1721
3311,3311,1642
3312,3312,1682
3313,3313,1770
3314,3314,1757
3315,3315,1699
3316,3316,1578
3317,3317,1684
3318,3318,1724
3319,3319,1856
3320,3320,1797
3321,3321,1749
3322,3322,1574
