,Instanz,Makespan
1771,1771,1735
1772,1772,1678
1773,1773,1653
1774,1774,1756
1775,1775,1791
1776,1776,1619
1777,1777,1653
1778,1778,1745
1779,1779,1556
1780,1780,1868
1781,1781,1489
1782,1782,1636
1783,1783,1800
1784,1784,1705
1785,1785,1792
1786,1786,1663
1787,1787,1574
1788,1788,1610
1789,1789,1571
1790,1790,1747
1791,1791,1614
1792,1792,1580
1793,1793,1668
1794,1794,1736
1795,1795,1578
1796,1796,1753
1797,1797,1688
1798,1798,1564
1799,1799,1730
1800,1800,2048
1801,1801,1949
1802,1802,1764
1803,1803,2156
1804,1804,1777
1805,1805,1994
1806,1806,1863
1807,1807,1915
1808,1808,1826
1809,1809,1907
1810,1810,1965
1811,1811,2153
1812,1812,1864
1813,1813,1783
1814,1814,1784
1815,1815,1933
1816,1816,1981
1817,1817,1803
1818,1818,1849
1819,1819,1903
1820,1820,2139
1821,1821,1852
1822,1822,1876
1823,1823,1973
1824,1824,1978
1825,1825,1881
1826,1826,1831
1827,1827,1981
1828,1828,1853
1829,1829,1938
1830,1830,2252
1831,1831,1852
1832,1832,2010
1833,1833,1827
1834,1834,1711
1835,1835,1906
1836,1836,2044
1837,1837,1985
1838,1838,1884
1839,1839,1863
1840,1840,1994
1841,1841,2028
1842,1842,1868
1843,1843,1812
1844,1844,1967
1845,1845,2104
1846,1846,1936
1847,1847,1908
1848,1848,1868
1849,1849,1946
1850,1850,2196
1851,1851,1823
1852,1852,1788
1853,1853,2051
1854,1854,1905
1855,1855,1814
1856,1856,2111
1857,1857,1816
1858,1858,1932
1859,1859,1930
1860,1860,1864
1861,1861,1880
1862,1862,1974
1863,1863,1969
1864,1864,1825
1865,1865,1810
1866,1866,1867
1867,1867,1974
1868,1868,1772
1869,1869,1993
1870,1870,1743
1871,1871,1899
1872,1872,1827
1873,1873,1775
1874,1874,1860
1875,1875,1940
1876,1876,1968
1877,1877,2013
1878,1878,1896
1879,1879,2033
1880,1880,1982
1881,1881,2018
1882,1882,1927
1883,1883,2034
1884,1884,1956
1885,1885,1965
1886,1886,1956
1887,1887,2047
1888,1888,2013
1889,1889,1918
1890,1890,1893
1891,1891,1823
1892,1892,1897
1893,1893,1813
1894,1894,1991
1895,1895,1927
1896,1896,1927
1897,1897,1931
1898,1898,1771
1899,1899,2194
1900,1900,1857
1901,1901,1949
1902,1902,1965
1903,1903,2035
1904,1904,2016
1905,1905,1961
1906,1906,1812
1907,1907,1898
1908,1908,1939
1909,1909,1854
1910,1910,1898
1911,1911,1789
1912,1912,1809
1913,1913,2055
1914,1914,1921
1915,1915,1939
1916,1916,1974
1917,1917,1959
1918,1918,1968
1919,1919,1981
1920,1920,1950
1921,1921,2029
1922,1922,1901
1923,1923,1941
1924,1924,2018
1925,1925,1861
1926,1926,2076
1927,1927,1852
1928,1928,1884
1929,1929,2005
1930,1930,2027
1931,1931,1965
1932,1932,1807
1933,1933,2050
1934,1934,1933
1935,1935,1755
1936,1936,1742
1937,1937,1828
1938,1938,1971
1939,1939,1908
1940,1940,1942
1941,1941,2014
1942,1942,1816
1943,1943,1911
1944,1944,2059
1945,1945,1936
1946,1946,1861
1947,1947,2047
1948,1948,1899
1949,1949,1763
1950,1950,1986
1951,1951,1802
1952,1952,1759
1953,1953,1896
1954,1954,1800
1955,1955,1881
1956,1956,1945
1957,1957,1795
1958,1958,1965
1959,1959,1892
1960,1960,2042
1961,1961,2012
1962,1962,1888
1963,1963,1881
1964,1964,1918
1965,1965,1942
1966,1966,2003
1967,1967,1921
1968,1968,1755
1969,1969,1997
1970,1970,1828
1971,1971,1876
1972,1972,1975
1973,1973,1898
1974,1974,1936
1975,1975,2052
1976,1976,1884
1977,1977,1956
1978,1978,1970
1979,1979,1915
1980,1980,1870
1981,1981,1926
1982,1982,1999
1983,1983,2050
1984,1984,1890
1985,1985,1863
1986,1986,1941
1987,1987,1906
1988,1988,1909
1989,1989,1885
1990,1990,2019
1991,1991,1875
1992,1992,1820
1993,1993,2101
1994,1994,1983
1995,1995,2028
1996,1996,1970
1997,1997,1937
1998,1998,2002
1999,1999,1812
2000,2000,1866
2001,2001,1980
2002,2002,1918
2003,2003,2023
2004,2004,1918
2005,2005,2082
2006,2006,2020
2007,2007,2006
2008,2008,2012
2009,2009,1891
2010,2010,2075
2011,2011,1955
2012,2012,1848
2013,2013,1832
2014,2014,1791
2015,2015,1903
2016,2016,1957
2017,2017,1900
2018,2018,1803
2019,2019,1993
2020,2020,1958
2021,2021,1921
2022,2022,1820
2023,2023,1746
2024,2024,1909
2025,2025,1854
2026,2026,1875
2027,2027,1968
2028,2028,1727
2029,2029,1911
2030,2030,1977
2031,2031,2016
2032,2032,1830
2033,2033,1860
2034,2034,1973
2035,2035,1809
2036,2036,2023
2037,2037,1877
2038,2038,1916
2039,2039,1867
2040,2040,1979
2041,2041,1904
2042,2042,1835
2043,2043,1952
2044,2044,1872
2045,2045,1973
2046,2046,1849
2047,2047,1976
2048,2048,1928
2049,2049,2149
2050,2050,1970
2051,2051,1818
2052,2052,1915
2053,2053,1844
2054,2054,1769
2055,2055,1992
2056,2056,1927
2057,2057,1893
2058,2058,1862
2059,2059,1986
2060,2060,1925
2061,2061,1811
2062,2062,2097
2063,2063,1866
2064,2064,1887
2065,2065,1915
2066,2066,1932
2067,2067,1943
2068,2068,1912
2069,2069,1828
2070,2070,1989
2071,2071,2046
2072,2072,1941
2073,2073,2090
2074,2074,1878
2075,2075,1931
2076,2076,2113
2077,2077,2057
2078,2078,1766
2079,2079,1947
2080,2080,1819
2081,2081,2082
2082,2082,1854
2083,2083,2043
2084,2084,1779
2085,2085,1851
2086,2086,2080
2087,2087,1872
2088,2088,2081
2089,2089,2002
2090,2090,1868
2091,2091,1880
2092,2092,1797
2093,2093,2109
2094,2094,2018
2095,2095,2066
2096,2096,1893
2097,2097,1954
2098,2098,1783
2099,2099,2000
2100,2100,2478
2101,2101,2419
2102,2102,2463
2103,2103,2424
2104,2104,2419
2105,2105,2349
2106,2106,2462
2107,2107,2518
2108,2108,2521
2109,2109,2598
2110,2110,2370
2111,2111,2368
2112,2112,2368
2113,2113,2450
2114,2114,2427
2115,2115,2429
2116,2116,2398
2117,2117,2481
2118,2118,2507
2119,2119,2335
2120,2120,2339
2121,2121,2391
2122,2122,2451
2123,2123,2372
2124,2124,2306
2125,2125,2710
2126,2126,2345
2127,2127,2467
2128,2128,2398
2129,2129,2507
2130,2130,2327
2131,2131,2463
2132,2132,2544
2133,2133,2674
2134,2134,2530
2135,2135,2569
2136,2136,2488
2137,2137,2419
2138,2138,2557
2139,2139,2336
2140,2140,2322
2141,2141,2298
2142,2142,2467
2143,2143,2224
2144,2144,2612
2145,2145,2339
2146,2146,2459
2147,2147,2383
2148,2148,2616
2149,2149,2460
2150,2150,2349
2151,2151,2563
2152,2152,2448
2153,2153,2352
2154,2154,2498
2155,2155,2311
2156,2156,2413
2157,2157,2456
2158,2158,2478
2159,2159,2323
2160,2160,2474
2161,2161,2457
2162,2162,2326
2163,2163,2678
2164,2164,2542
2165,2165,2409
2166,2166,2466
2167,2167,2412
2168,2168,2449
2169,2169,2302
2170,2170,2437
2171,2171,2500
2172,2172,2422
2173,2173,2389
2174,2174,2555
2175,2175,2442
2176,2176,2505
2177,2177,2374
2178,2178,2675
2179,2179,2479
2180,2180,2373
2181,2181,2626
2182,2182,2351
2183,2183,2386
2184,2184,2414
2185,2185,2496
2186,2186,2523
2187,2187,2446
2188,2188,2409
2189,2189,2337
2190,2190,2411
2191,2191,2458
2192,2192,2497
2193,2193,2439
2194,2194,2383
2195,2195,2437
2196,2196,2249
2197,2197,2378
2198,2198,2442
2199,2199,2467
2200,2200,2542
2201,2201,2512
2202,2202,2407
2203,2203,2407
2204,2204,2627
2205,2205,2348
2206,2206,2456
2207,2207,2396
2208,2208,2320
2209,2209,2411
2210,2210,2528
2211,2211,2435
2212,2212,2590
2213,2213,2414
2214,2214,2433
2215,2215,2569
2216,2216,2264
2217,2217,2647
2218,2218,2465
2219,2219,2334
2220,2220,2420
2221,2221,2423
2222,2222,2492
2223,2223,2560
2224,2224,2353
2225,2225,2797
2226,2226,2418
2227,2227,2587
2228,2228,2382
2229,2229,2467
2230,2230,2383
2231,2231,2457
2232,2232,2544
2233,2233,2575
2234,2234,2389
2235,2235,2434
2236,2236,2429
2237,2237,2570
2238,2238,2587
2239,2239,2580
2240,2240,2482
2241,2241,2585
2242,2242,2538
2243,2243,2547
2244,2244,2492
2245,2245,2285
2246,2246,2494
2247,2247,2489
2248,2248,2442
2249,2249,2607
2250,2250,2483
2251,2251,2713
2252,2252,2408
2253,2253,2347
2254,2254,2477
2255,2255,2490
2256,2256,2474
2257,2257,2614
2258,2258,2398
2259,2259,2356
2260,2260,2468
2261,2261,2383
2262,2262,2425
2263,2263,2326
2264,2264,2572
2265,2265,2315
2266,2266,2601
2267,2267,2331
2268,2268,2369
2269,2269,2615
2270,2270,2489
2271,2271,2346
2272,2272,2588
2273,2273,2439
2274,2274,2406
2275,2275,2620
2276,2276,2315
2277,2277,2423
2278,2278,2479
2279,2279,2378
2280,2280,2470
2281,2281,2360
2282,2282,2398
2283,2283,2391
2284,2284,2506
2285,2285,2554
2286,2286,2292
2287,2287,2544
2288,2288,2305
2289,2289,2429
2290,2290,2526
2291,2291,2502
2292,2292,2545
2293,2293,2411
2294,2294,2275
2295,2295,2417
2296,2296,2428
2297,2297,2354
2298,2298,2366
2299,2299,2308
2300,2300,2535
2301,2301,2485
2302,2302,2344
2303,2303,2411
2304,2304,2348
2305,2305,2239
2306,2306,2598
2307,2307,2475
2308,2308,2290
2309,2309,2389
2310,2310,2567
2311,2311,2419
2312,2312,2390
2313,2313,2435
2314,2314,2460
2315,2315,2597
2316,2316,2462
2317,2317,2403
2318,2318,2453
2319,2319,2295
2320,2320,2535
2321,2321,2299
2322,2322,2502
2323,2323,2418
2324,2324,2471
2325,2325,2436
2326,2326,2498
2327,2327,2301
2328,2328,2456
2329,2329,2444
2330,2330,2711
2331,2331,2403
2332,2332,2542
2333,2333,2486
2334,2334,2602
2335,2335,2614
2336,2336,2458
2337,2337,2592
2338,2338,2545
2339,2339,2463
2340,2340,2582
2341,2341,2477
2342,2342,2521
2343,2343,2432
2344,2344,2419
2345,2345,2294
2346,2346,2629
2347,2347,2491
2348,2348,2451
2349,2349,2408
2350,2350,2493
2351,2351,2542
2352,2352,2379
2353,2353,2658
2354,2354,2283
2355,2355,2461
2356,2356,2490
2357,2357,2408
2358,2358,2539
2359,2359,2364
2360,2360,2395
2361,2361,2579
2362,2362,2452
2363,2363,2419
2364,2364,2385
2365,2365,2417
2366,2366,2511
2367,2367,2297
2368,2368,2575
2369,2369,2394
2370,2370,2343
2371,2371,2492
2372,2372,2450
2373,2373,2477
2374,2374,2406
2375,2375,2359
2376,2376,2385
2377,2377,2232
2378,2378,2446
2379,2379,2284
2380,2380,2561
2381,2381,2652
2382,2382,2294
2383,2383,2535
2384,2384,2340
2385,2385,2252
2386,2386,2327
2387,2387,2532
2388,2388,2486
2389,2389,2577
2390,2390,2572
2391,2391,2605
2392,2392,2509
2393,2393,2558
2394,2394,2382
2395,2395,2391
2396,2396,2278
2397,2397,2450
2398,2398,2440
2399,2399,2413
2400,2400,3606
2401,2401,3347
2402,2402,3573
2403,2403,3806
2404,2404,3500
2405,2405,3569
2406,2406,3556
2407,2407,3611
2408,2408,3434
2409,2409,3527
2410,2410,3760
2411,2411,3474
2412,2412,3548
2413,2413,3681
2414,2414,3323
2415,2415,3606
2416,2416,3322
2417,2417,3448
2418,2418,3737
2419,2419,3502
2420,2420,3430
2421,2421,3803
2422,2422,3524
2423,2423,3682
2424,2424,3732
2425,2425,3553
2426,2426,3538
2427,2427,3532
2428,2428,3597
2429,2429,3648
2430,2430,3455
2431,2431,3527
2432,2432,3549
2433,2433,3461
2434,2434,3591
2435,2435,3515
2436,2436,3436
2437,2437,3622
2438,2438,3632
2439,2439,3279
2440,2440,3513
2441,2441,3519
2442,2442,3781
2443,2443,3485
2444,2444,3638
2445,2445,3450
2446,2446,3559
2447,2447,3344
2448,2448,3424
2449,2449,3699
2450,2450,3813
2451,2451,3487
2452,2452,3494
2453,2453,3431
2454,2454,3498
2455,2455,3658
2456,2456,3518
2457,2457,3572
2458,2458,3541
2459,2459,3383
2460,2460,3463
2461,2461,3530
2462,2462,3407
2463,2463,3623
2464,2464,3760
2465,2465,3534
2466,2466,3701
2467,2467,3414
2468,2468,3475
2469,2469,3535
2470,2470,3601
2471,2471,3661
2472,2472,3663
2473,2473,3594
2474,2474,3816
2475,2475,3730
2476,2476,3442
2477,2477,3499
2478,2478,3441
2479,2479,3625
2480,2480,3877
2481,2481,3612
2482,2482,3742
2483,2483,3508
2484,2484,3692
2485,2485,3590
2486,2486,3523
2487,2487,3866
2488,2488,3332
2489,2489,3505
2490,2490,3513
2491,2491,3594
2492,2492,3503
2493,2493,3548
2494,2494,3539
2495,2495,3612
2496,2496,3724
2497,2497,3478
2498,2498,3524
2499,2499,3576
2500,2500,3614
2501,2501,3742
2502,2502,3594
2503,2503,3839
2504,2504,3533
2505,2505,3592
2506,2506,3445
2507,2507,3524
2508,2508,3808
2509,2509,3452
2510,2510,3609
2511,2511,3409
2512,2512,3474
2513,2513,3710
2514,2514,3404
2515,2515,3434
2516,2516,3502
2517,2517,3580
2518,2518,3416
2519,2519,3616
2520,2520,3646
2521,2521,3391
2522,2522,3576
2523,2523,3947
2524,2524,3541
2525,2525,3392
2526,2526,3661
2527,2527,3367
2528,2528,3611
2529,2529,3806
2530,2530,3575
2531,2531,3772
2532,2532,3589
2533,2533,3724
2534,2534,3502
2535,2535,3679
2536,2536,3431
2537,2537,3414
2538,2538,3755
2539,2539,3528
2540,2540,3556
2541,2541,3603
2542,2542,3581
2543,2543,3558
2544,2544,3378
2545,2545,3687
2546,2546,3595
2547,2547,3489
2548,2548,3576
2549,2549,3714
2550,2550,3381
2551,2551,3570
2552,2552,3615
2553,2553,3826
2554,2554,3762
2555,2555,3520
2556,2556,3440
2557,2557,3497
2558,2558,3571
2559,2559,3585
2560,2560,3569
2561,2561,3531
2562,2562,3283
2563,2563,3492
2564,2564,3605
2565,2565,3708
2566,2566,3436
2567,2567,3716
2568,2568,3597
2569,2569,3468
2570,2570,3455
2571,2571,3611
2572,2572,3496
2573,2573,3628
2574,2574,3603
2575,2575,3582
2576,2576,3566
2577,2577,3587
2578,2578,3512
2579,2579,3586
2580,2580,3552
2581,2581,3452
2582,2582,3664
2583,2583,3387
2584,2584,3966
2585,2585,3321
2586,2586,3616
2587,2587,3513
2588,2588,3532
2589,2589,3531
2590,2590,3558
2591,2591,3648
2592,2592,3373
2593,2593,3437
2594,2594,3649
2595,2595,3554
2596,2596,3401
2597,2597,3429
2598,2598,3566
2599,2599,3454
2600,2600,3607
2601,2601,3560
2602,2602,3579
2603,2603,3510
2604,2604,3662
2605,2605,3322
2606,2606,3483
2607,2607,3504
2608,2608,3597
2609,2609,3658
2610,2610,3548
2611,2611,3455
2612,2612,3745
2613,2613,3710
2614,2614,3549
2615,2615,3560
2616,2616,3362
2617,2617,3475
2618,2618,3659
2619,2619,3560
2620,2620,3499
2621,2621,3652
2622,2622,3538
2623,2623,3519
2624,2624,3455
2625,2625,3477
2626,2626,3421
2627,2627,3402
2628,2628,3660
2629,2629,3356
2630,2630,3462
2631,2631,3611
2632,2632,3785
2633,2633,3576
2634,2634,3414
2635,2635,3576
2636,2636,3552
2637,2637,3668
2638,2638,3446
2639,2639,3707
2640,2640,3245
2641,2641,3557
2642,2642,3400
2643,2643,3383
2644,2644,3564
2645,2645,3667
2646,2646,3533
2647,2647,3512
2648,2648,3355
2649,2649,3612
2650,2650,3570
2651,2651,3496
2652,2652,3578
2653,2653,3456
2654,2654,3530
2655,2655,3482
2656,2656,3480
2657,2657,3436
2658,2658,3517
2659,2659,3537
2660,2660,3771
2661,2661,3685
2662,2662,3443
2663,2663,3549
2664,2664,3563
2665,2665,3736
2666,2666,3609
2667,2667,3638
2668,2668,3656
2669,2669,3783
2670,2670,3448
2671,2671,3467
2672,2672,3467
2673,2673,3731
2674,2674,3865
2675,2675,3482
2676,2676,3393
2677,2677,3772
2678,2678,3613
2679,2679,3687
2680,2680,3551
2681,2681,3511
2682,2682,3526
2683,2683,3468
2684,2684,3434
2685,2685,3488
2686,2686,3560
2687,2687,3420
2688,2688,3303
2689,2689,3512
2690,2690,3798
2691,2691,3413
2692,2692,3447
2693,2693,3650
2694,2694,3607
2695,2695,3566
2696,2696,3499
2697,2697,3451
2698,2698,3428
2699,2699,3620
2700,2700,6356
2701,2701,5999
2702,2702,6300
2703,2703,6355
2704,2704,6019
2705,2705,6234
2706,2706,6115
2707,2707,6431
2708,2708,6418
2709,2709,6472
2710,2710,6425
2711,2711,6087
2712,2712,6447
2713,2713,6226
2714,2714,6480
2715,2715,6111
2716,2716,6337
2717,2717,6101
2718,2718,6157
2719,2719,6025
2720,2720,6279
2721,2721,6067
2722,2722,6055
2723,2723,6109
2724,2724,5891
2725,2725,6011
2726,2726,6148
2727,2727,6099
2728,2728,6342
2729,2729,6229
2730,2730,6418
2731,2731,5927
2732,2732,6397
2733,2733,6434
2734,2734,6173
2735,2735,6303
2736,2736,6267
2737,2737,6205
2738,2738,5895
2739,2739,6515
2740,2740,6170
2741,2741,6163
2742,2742,6097
2743,2743,6144
2744,2744,6337
2745,2745,5919
2746,2746,5952
2747,2747,6145
2748,2748,6291
2749,2749,6327
2750,2750,6120
2751,2751,6032
2752,2752,6084
2753,2753,6100
2754,2754,6040
2755,2755,6336
2756,2756,6553
2757,2757,6129
2758,2758,6297
2759,2759,6379
2760,2760,6210
2761,2761,6298
2762,2762,6511
2763,2763,6159
2764,2764,6133
2765,2765,6242
2766,2766,6511
2767,2767,6815
2768,2768,6408
2769,2769,6450
2770,2770,6136
2771,2771,6120
2772,2772,6001
2773,2773,6480
2774,2774,6134
2775,2775,6196
2776,2776,6060
2777,2777,6036
2778,2778,6240
2779,2779,6146
2780,2780,6156
2781,2781,6237
2782,2782,6152
2783,2783,5894
2784,2784,6192
2785,2785,6115
2786,2786,6075
2787,2787,6212
2788,2788,6380
2789,2789,6287
2790,2790,6437
2791,2791,6182
2792,2792,6293
2793,2793,6045
2794,2794,6287
2795,2795,6224
2796,2796,6133
2797,2797,6156
2798,2798,6064
2799,2799,6016
2800,2800,6127
2801,2801,6725
2802,2802,6173
2803,2803,6264
2804,2804,6493
2805,2805,6070
2806,2806,6126
2807,2807,6059
2808,2808,6034
2809,2809,6392
2810,2810,6323
2811,2811,6226
2812,2812,6252
2813,2813,6407
2814,2814,6034
2815,2815,6219
2816,2816,6780
2817,2817,6268
2818,2818,6107
2819,2819,6290
2820,2820,6355
2821,2821,6321
2822,2822,6082
2823,2823,6447
2824,2824,6403
2825,2825,6252
2826,2826,6427
2827,2827,5915
2828,2828,6303
2829,2829,6462
2830,2830,6024
2831,2831,6331
2832,2832,6320
2833,2833,6254
2834,2834,6176
2835,2835,6159
2836,2836,6467
2837,2837,5986
2838,2838,6271
2839,2839,5868
2840,2840,6260
2841,2841,6450
2842,2842,6558
2843,2843,6348
2844,2844,6162
2845,2845,6227
2846,2846,6180
2847,2847,6247
2848,2848,6037
2849,2849,6172
2850,2850,6163
2851,2851,6243
2852,2852,6355
2853,2853,6148
2854,2854,6201
2855,2855,6554
2856,2856,5992
2857,2857,6441
2858,2858,6186
2859,2859,6588
2860,2860,6088
2861,2861,6315
2862,2862,6159
2863,2863,6174
2864,2864,6318
2865,2865,6569
2866,2866,6576
2867,2867,6162
2868,2868,6133
2869,2869,6214
2870,2870,6165
2871,2871,6899
2872,2872,6293
2873,2873,6186
2874,2874,6184
2875,2875,6190
2876,2876,6517
2877,2877,6265
2878,2878,6530
2879,2879,6530
2880,2880,6458
2881,2881,6064
2882,2882,6337
2883,2883,5985
2884,2884,6589
2885,2885,6317
2886,2886,6276
2887,2887,6308
2888,2888,6397
2889,2889,6357
2890,2890,6059
2891,2891,6352
2892,2892,6036
2893,2893,6180
2894,2894,6199
2895,2895,6199
2896,2896,6286
2897,2897,6105
2898,2898,6013
2899,2899,6186
2900,2900,6093
2901,2901,5941
2902,2902,6302
2903,2903,6238
2904,2904,6129
2905,2905,6193
2906,2906,6539
2907,2907,6404
2908,2908,6237
2909,2909,6278
2910,2910,6227
2911,2911,5992
2912,2912,6036
2913,2913,5924
2914,2914,6298
2915,2915,6499
2916,2916,5980
2917,2917,6496
2918,2918,6271
2919,2919,6119
2920,2920,6093
2921,2921,6278
2922,2922,6182
2923,2923,6195
2924,2924,6207
2925,2925,6117
2926,2926,6011
2927,2927,6290
2928,2928,6466
2929,2929,6431
2930,2930,6084
2931,2931,6187
2932,2932,6542
2933,2933,6347
2934,2934,5865
2935,2935,6520
2936,2936,6533
2937,2937,6372
2938,2938,6436
2939,2939,5964
2940,2940,6042
2941,2941,6293
2942,2942,6180
2943,2943,6183
2944,2944,6242
2945,2945,5918
2946,2946,6176
2947,2947,6254
2948,2948,6493
2949,2949,6386
2950,2950,6247
2951,2951,6078
2952,2952,6021
2953,2953,6351
2954,2954,6372
2955,2955,6074
2956,2956,6468
2957,2957,6502
2958,2958,6017
2959,2959,6060
2960,2960,6208
2961,2961,6518
2962,2962,6052
2963,2963,6210
2964,2964,6045
2965,2965,6199
2966,2966,6309
2967,2967,6302
2968,2968,6222
2969,2969,6658
2970,2970,6293
2971,2971,6286
2972,2972,5954
2973,2973,6370
2974,2974,6290
2975,2975,6074
2976,2976,6168
2977,2977,6300
2978,2978,6126
2979,2979,6503
2980,2980,6293
2981,2981,5989
2982,2982,6129
2983,2983,6079
2984,2984,6368
2985,2985,6509
2986,2986,6322
2987,2987,6173
2988,2988,6189
2989,2989,6308
2990,2990,5851
2991,2991,6068
2992,2992,6430
2993,2993,6244
2994,2994,6483
2995,2995,6204
2996,2996,6152
2997,2997,6255
2998,2998,6315
2999,2999,6007
